0.079697,1
0.079702,1
0.079705,1
0.079685,1
0.079714,1
0.079688,1
0.079683,1
0.079709,1
0.079693,1
0.079695,1
0.079701,1
0.079703,1
0.079702,1
0.07964,0.99999
0.079702,1
0.079717,1
0.079701,1
0.079709,1
0.079724,1
0.079698,1
0.079707,1
0.079685,1
0.079716,1
0.079696,1
0.079694,1
0.079686,1
0.079691,1
0.079702,1
0.079697,1
0.079687,1
0.0797,1
0.079709,1
0.079691,1
0.079704,1
0.079657,1
0.079718,1
0.079675,1
0.079697,1
0.079701,1
0.079684,1
0.079678,1
0.0797,1
0.079681,1
0.079709,1
0.079694,1
0.079685,1
0.079686,1
0.079697,1
0.079709,1
0.079714,1
0.0797,1
0.079726,1
0.079695,1
0.079693,1
0.079691,1
0.079718,1
0.079683,1
0.079702,1
0.079701,1
0.07972,1
0.079675,1
0.079717,1
0.079699,1
0.07967,1
0.079709,1
0.079694,1
0.079704,1
0.079699,1
0.079686,1
0.079701,1
0.079709,1
0.07972,1
0.079636,0.99999
0.07973,1
0.079689,1
0.0797,1
0.079709,1
0.07971,1
0.079699,1
0.079702,1
0.079696,1
0.079735,1
0.079706,1
0.079682,1
0.0797,1
0.079699,1
0.079696,1
0.079719,1
0.079707,1
0.079704,1
0.079747,1
0.079686,1
0.079736,1
0.079687,1
0.079738,1
0.079716,1
0.079685,1
0.079693,1
0.079776,0.99999
0.079728,1
