0.24298,0.94002
0.24244,0.93694
0.074567,0.96113
0.074866,0.9655
0.93017,0.25161
0.68638,0.491
0.45564,0.75295
0.24628,0.94869
0.079996,0.99987
0.68484,0.49595
0.93392,0.25007
0.24998,0.93788
0.083628,0.97771
0.45291,0.76526
0.070803,0.8859
0.076679,0.98648
0.078622,0.99828
0.93015,0.25161
0.68285,0.50065
0.45267,0.76601
0.078677,0.99845
0,0.12349
0.93256,0.25098
0.45777,0.73868
0.44975,0.77078
0.079576,0.99998
0.4581,0.73617
0.075327,0.97173
0.0841,0.97215
0.24707,0.94819
0.073528,0.94407
0.68189,0.50221
0.45337,0.76363
0.075771,0.97715
0.93172,0.25134
0.93176,0.25133
0.68797,0.48471
0.24939,0.94103
0.0797,1
0.077028,0.98942
0.076868,0.98811
0.073971,0.9517
0.24811,0.94603
0.68463,0.49655
0.67917,0.50411
0.4495,0.77082
0.075073,0.96837
0.93203,0.25123
0.46016,0.71827
0.6829,0.50055
0.24959,0.93999
0.075465,0.97347
0.46038,0.71615
0.078196,0.99665
0.07485,0.96527
0.084621,0.96532
0.070739,0.88431
0.074256,0.95633
0.4495,0.77082
0.24222,0.93558
0.93137,0.25145
0.68765,0.48607
0.45893,0.72934
0.25078,0.93274
0.074761,0.96399
0.083766,0.97615
0.07907,0.99941
0.079303,0.99977
0.083292,0.98131
0.080411,0.99925
0.24269,0.93843
0.078229,0.99679
0.079385,0.99985
0.9317,0.25135
0.93046,0.2516
0.45935,0.72573
0.25108,0.93054
0.078779,0.99875
0.45802,0.7368
0.44564,0.76369
0.079409,0.99987
0.25004,0.9375
0.68127,0.50298
0.073078,0.93575
0.078841,0.99891
0.081567,0.99489
0.93261,0.25095
0.68697,0.4888
0.4605,0.71493
0.24812,0.94598
0.069878,0.86214
0.68669,0.48986
0.070239,0.87164
0.074575,0.96126
0.082298,0.99016
0.083913,0.97441
0.079538,0.99996
0.079319,0.99979
0.07768,0.99395
0.9343,0.24974
