3.377,-2.1496,195.96
-2.4898,3.8113,173.66
-2.8868,3.5454,192.03
3.4604,-1.3331,196.77
3.5428,-2.0116,199.44
-2.7591,-3.4839,147.13
-3.4213,3.5827,175.79
3.5472,2.1102,185.36
3.0744,1.7342,199.12
-2.2081,-3.4911,98.663
-2.7781,3.2698,199.17
3.7688,2.3581,163.64
3.6398,-1.2541,195.82
2.9281,-1.2489,180.18
-3.3918,-4.3967,104.94
-3.2744,3.3455,189.75
3.3665,-2.0171,196.98
-3.6963,-2.9063,194.88
-2.8354,-4.3797,58.764
-2.7297,3.3897,196.88
3.5491,2.1543,184.52
3.5649,-1.677,199.61
3.6984,-2.1561,197.91
-3.2654,3.4308,188.16
3.8933,1.9196,162.73
3.0675,1.5622,197.77
-2.8358,-3.4948,152.7
-3.5639,-4.9006,8.8111
-2.5924,4.2358,130.28
3.5887,-1.8534,200
2.9162,1.6412,197.34
-2.8988,-3.0551,167.73
-3.3505,3.3867,185.7
3.173,2.2487,196.76
-2.8972,2.2253,175.4
-3.3059,-3.1112,189.48
-4.0568,-3.9981,173.59
2.9687,2.5723,193.17
3.0595,-1.3479,186.57
3.3657,-2.042,196.78
-3.6018,-3.9009,174.98
-3.252,3.0662,192.3
3.1139,1.966,199.56
-3.5027,-2.8928,192.81
-3.2506,-3.4481,182.24
-2.7847,3.8208,176.5
3.571,1.7983,187.36
3.1205,1.1427,193.36
3.4208,-0.92248,192.51
-3.5509,-4.4159,112.03
3.8607,2.2572,158.2
2.8194,1.9609,198.7
3.1642,-2.1738,189.21
-3.3857,-3.4008,189.98
-3.2932,3.3643,188.65
3.2798,2.2914,193.46
-2.7363,2.6687,192.45
-2.8001,3.1375,200
-3.038,-4.5412,48.13
3.1238,2.2608,197.44
2.5588,1.8846,192.61
2.8393,2.0694,199.23
-4.1134,-3.625,190.62
3.898,2.3134,152.59
2.8277,1.7936,197.62
3.36,-1.0653,193.12
-3.7789,-3.6085,194.86
3.297,2.5131,187.49
3.0012,2.0038,200
3.2482,-1.2168,192.07
3.2007,1.4054,196.25
-3.6551,-4.3855,122.32
3.5764,2.3085,179.56
2.7331,1.312,188.6
2.6115,1.908,194.28
-4.0164,-3.2201,195.93
3.2643,3.0849,159.07
2.8375,2.452,196.33
-2.5534,2.538,186.54
-3.3393,-3.3378,189.2
3.6851,2.5283,164.43
2.8045,2.734,189.09
2.7272,1.6702,194.22
-2.7167,3.0745,199.63
-4.0033,-4.1084,164.63
3.2055,2.7006,183.86
-2.908,3.0617,199.45
2.5763,1.6576,189.87
-3.7698,-3.3535,199.75
3.279,3.0841,158.42
2.5004,2.1507,193.24
-2.8092,1.7068,150.48
-3.6837,-3.0402,197.7
3.7363,-2.1957,196.99
3.0424,2.7825,184.6
-2.7584,3.0343,199.57
-3.6629,-2.7568,190.5
-3.7806,-3.2814,200
3.1365,2.7605,183.33
2.6397,2.8775,183.3
