0.079492,0.99994
0.079681,1
0.079378,0.99985
0.079696,1
0.079782,0.99999
0.079508,0.99995
0.078578,0.99814
0.079986,0.99988
0.079729,1
0.079819,0.99998
0.079739,1
0.080296,0.99948
0.078761,0.9987
0.079793,0.99999
0.07977,0.99999
0.079721,1
0.079724,1
0.079873,0.99996
0.079682,1
0.078668,0.99842
0.079487,0.99993
0.079737,1
0.079787,0.99999
0.079792,0.99999
0.079545,0.99996
0.07992,0.99993
0.079532,0.99996
0.079946,0.99991
0.079727,1
0.079733,1
0.079409,0.99988
0.07987,0.99996
0.079713,1
0.080721,0.99847
0.079472,0.99992
0.07981,0.99998
0.079699,1
0.080129,0.99973
0.078654,0.99838
0.079649,1
0.080475,0.99911
0.079488,0.99993
0.080433,0.99921
0.079513,0.99995
0.079726,1
0.079659,1
0.079674,1
0.07993,0.99992
0.079867,0.99996
0.07976,0.99999
0.079982,0.99988
0.080153,0.9997
0.079596,0.99998
0.079486,0.99993
0.079374,0.99984
0.079722,1
0.079664,1
0.079791,0.99999
0.079805,0.99998
0.67917,0.50411
0.079693,1
0.079521,0.99995
0.079772,0.99999
0.93016,0.25161
0.079466,0.99992
0.079954,0.9999
0.079541,0.99996
0.07976,0.99999
0.079803,0.99998
0.080007,0.99986
0.079699,1
0.079619,0.99999
0.079699,1
0.079842,0.99997
0.080045,0.99982
0.079777,0.99999
0.079593,0.99998
0.079042,0.99936
0.080077,0.99979
0.24628,0.94869
0.079218,0.99966
0.079744,1
0.079724,1
0.080095,0.99977
0.079717,1
0.079956,0.9999
0.078775,0.99873
0.079476,0.99993
0.079755,1
0.079628,0.99999
0.079765,0.99999
0.078353,0.99731
0.080138,0.99972
0.45183,0.76821
0.079749,1
0.079607,0.99999
0.079797,0.99999
0.079443,0.9999
0.079132,0.99952
0.4495,0.77082
