0,200
0,200
30,200
29.938,200
0,200
0,200
30,200
30,200
13.169,200
12.257,200
0,200
30,200
30,200
12.206,200
0,200
29.914,200
30,200
0,200
0,200
30,200
30,200
30,200
12.162,200
0,200
30,200
12.393,200
0,200
5.0001,159.99
30,200
22.504,159.88
0,200
0,200
30,200
30,200
13.065,200
5.0045,159.71
0,200
30,200
12.253,200
12.22,200
5.0013,159.92
30,200
22.496,159.87
0,200
0,200
30,200
30,200
30,200
5.0007,159.95
0,200
30,200
13.008,200
12.059,200
0,200
30,200
22.476,159.23
0,200
0,200
30,200
22.497,159.92
30,200
0,200
30,200
30,200
13.158,200
12.147,200
0,200
30,200
30,200
0,200
0,200
29.973,200
30,200
30,200
4.9996,159.97
30,200
30,200
30,200
12.156,200
0,200
29.957,200
22.522,159.29
12.358,200
0,200
22.504,159.88
30,200
30,200
0,200
30,200
30,200
13.075,200
12.183,200
0,200
30,200
22.502,159.94
12.176,200
0,200
22.517,159.45
30,200
12.5,140
