1.1642,4.3314,0.93285
2.3554,0.34205,0.86037
8.1705,7.7116,0.91684
7.6036,0.60572,0.97302
4.11,2.1919,0.99999
2.1702,0.61464,0.99122
1.1675,7.8948,0.98535
7.9263,7.5538,0.97038
0.33181,0.62367,0.99965
2.1939,2.1936,1
0.63362,0.6228,0.9943
0.33309,0.3325,0.99994
0.61793,0.6292,0.99586
4.328,2.1809,0.93464
1.1688,0.33278,0.99996
8.1732,8.1265,0.84712
0.62253,0.33119,0.99906
4.4722,4.3337,0.76529
2.2409,2.2169,0.98563
8.3027,7.5652,0.85889
7.7072,7.7042,1
0.6244,1.1681,0.99992
0.64929,7.9035,0.94588
0.62832,0.3342,0.99862
8.0986,7.6338,0.93737
0.62593,0.62348,0.99978
0.62412,0.62263,0.99983
1.1691,1.1688,0.99995
8.1157,8.1563,0.85611
0.62433,4.115,0.99998
7.9742,0.65392,0.91806
0.62839,7.8095,0.99448
8.289,7.9078,0.85639
0.62409,7.7078,1
0.6269,0.61946,0.99807
3.8375,4.4229,0.7583
2.1913,1.1707,0.99997
7.643,7.9721,0.96983
7.9707,4.3543,0.89157
4.1101,4.1095,0.99999
0.58987,0.65082,0.87911
8.0702,8.0345,0.90484
4.242,4.0198,0.96307
8.0607,8.1399,0.87721
7.7036,0.33291,0.99999
7.8735,1.2307,0.92612
7.5819,8.0857,0.93675
0.6236,0.33285,0.99997
0.33486,0.62957,0.99743
7.8699,0.61785,0.98637
8.459,8.0209,0.75862
7.7148,0.61459,0.99392
1.1694,7.6994,0.99997
2.1933,4.1112,1
7.7039,7.762,0.9987
0.65128,0.6553,0.89783
4.2049,8.277,0.86506
0.62716,4.1006,0.99928
7.7923,2.0603,0.90223
0.62183,0.62205,0.99932
2.1947,7.7047,0.99999
4.1082,0.62348,0.99995
2.2861,1.1639,0.95697
7.4399,8.0542,0.92142
7.7012,2.1934,0.99999
7.7061,4.1121,1
2.3956,4.1952,0.80753
7.6892,0.62262,0.99971
0.62413,7.7347,0.99966
0.63131,0.333,0.99682
4.1468,2.2305,0.99109
7.9809,0.58772,0.8816
7.5286,7.9009,0.971
8.0449,0.6612,0.87396
7.7033,0.6256,0.99988
0.60483,0.63422,0.96899
7.6356,8.0985,0.93752
0.33227,0.33359,0.9998
0.6226,0.33469,0.9992
0.65972,7.921,0.90672
8.0434,0.34973,0.89614
7.5268,7.9497,0.9622
2.1942,0.3327,0.99997
0.62406,7.6715,0.99949
7.9366,2.3497,0.86445
7.3941,7.8026,0.95402
1.1697,4.1126,0.99999
0.62546,0.62409,0.9999
0.6246,2.19,0.99993
7.7058,1.1709,0.99999
4.0043,7.8982,0.9677
8.1742,7.6218,0.91258
2.197,0.62591,0.99975
8.0504,1.1558,0.94926
7.4922,8.1115,0.91606
4.1116,7.7036,1
2.2341,4.1842,0.98382
8.1038,2.4151,0.72341
8.4676,7.9941,0.76078
8.0566,0.32738,0.94412
