-3.7786,-3.2912,0.0030402
-3.7767,-3.2824,0.00037502
-3.7812,-3.2857,0.00034791
-3.7831,-3.2847,0.00078322
2.9465,2.1186,0.22893
3.5496,-1.9734,0.33683
-3.7803,-3.2845,9.5111e-05
-2.8965,3.1628,0.31678
3.0162,2.0247,0.028274
-3.7831,-3.2833,0.00080972
2.977,2.0835,0.10398
-2.8984,3.1167,0.30183
3.5261,-1.8309,0.17286
-3.7755,-3.2833,0.00084916
3.0426,2.0215,0.094411
-3.7814,-3.2831,0.0002556
-2.8252,3.2412,0.51249
-3.7813,-3.2827,0.00027986
2.9406,2.0578,0.11767
-3.7793,-3.2835,5.5455e-06
-2.8088,3.143,0.0059101
3.5525,-1.8576,0.056295
3.028,1.9826,0.024643
-3.7834,-3.2884,0.0015703
-3.7797,-3.2836,1.2827e-05
-3.781,-3.2796,0.00090642
-3.7756,-3.2905,0.0039476
-3.7755,-3.2819,0.00079513
-2.8071,3.0976,0.045441
-2.7242,3.209,0.4656
-3.7806,-3.2877,0.00082194
3.5845,-1.867,0.0052435
-3.7819,-3.2858,0.00049048
-3.7782,-3.2842,0.00013634
2.9729,2.0159,0.022627
-3.7873,-3.2813,0.0043518
3.5769,-1.8617,0.0063527
-3.7792,-3.2856,0.00027695
-3.7791,-3.2835,1.1437e-05
-3.7798,-3.2787,0.00097277
-2.7919,3.0644,0.18087
-3.7796,-3.2808,0.00026967
-2.807,3.0272,0.42222
3.0743,1.9318,0.18435
-3.7771,-3.2793,0.00068739
3.6216,-1.7227,0.32307
-3.7767,-3.2822,0.00035471
3.0701,1.9462,0.15833
-3.7851,-3.2812,0.0024488
-3.7809,-3.2842,0.00013793
