7.9564,7.8498,0.96623
0.61782,0.63237,0.99315
0.64053,0.62821,0.98246
0.62885,8.0632,0.94826
7.9841,7.5998,0.96414
7.7737,4.3654,0.91077
4.111,2.1938,1
2.2535,1.0944,0.87419
8.3272,7.8613,0.84736
7.709,0.62404,0.99999
4.1157,0.62471,0.99996
4.3902,0.58139,0.77491
1.1854,8.1312,0.92547
7.7454,0.6144,0.99308
8.0804,7.9109,0.9278
1.1708,7.6979,0.99996
1.1859,0.61262,0.98671
7.7052,7.7047,1
1.0849,8.299,0.73279
7.8513,4.4147,0.86977
0.61158,1.1681,0.98949
7.86,8.0811,0.93494
0.621,4.1101,0.99933
7.705,4.112,1
7.7064,2.1929,1
8.0535,7.4068,0.91346
1.1689,0.62474,0.99996
0.62915,7.727,0.99828
0.33598,0.6148,0.99226
1.1695,2.1929,0.99999
7.9206,7.97,0.95327
8.2449,4.4208,0.76411
0.62421,0.33713,0.99624
2.1956,2.1943,0.99997
7.9258,7.8936,0.96605
7.7944,7.5046,0.97929
7.3608,7.8698,0.93734
2.1915,0.62477,0.99996
8.1545,8.0285,0.88083
0.33248,0.62555,0.99982
4.1832,4.2696,0.95719
1.1763,2.4586,0.70722
0.33447,4.1206,0.9994
7.7599,7.9533,0.97411
7.4928,7.7123,0.98038
0.62412,0.62389,0.99999
0.62564,0.62506,0.99983
7.381,7.8867,0.94088
0.33374,0.62471,0.99987
7.2326,7.67,0.90218
0.62413,0.62516,0.99994
8.0519,1.1577,0.94981
7.5819,8.0857,0.93675
0.33359,0.33231,0.99981
0.33494,0.62639,0.99887
0.62239,0.33236,0.99968
7.8195,8.027,0.95369
4.2328,4.3416,0.90644
2.193,7.7087,1
2.1896,0.62291,0.99982
7.7252,7.9236,0.98063
0.33281,4.1104,0.99999
4.1106,4.11,1
0.33351,0.33246,0.99987
7.9395,2.0955,0.92684
7.7156,7.7465,0.99929
4.4704,4.3173,0.77598
0.62242,0.62419,0.99979
0.62941,0.62569,0.99816
7.5804,7.7977,0.98976
7.7763,4.1148,0.99794
4.1308,4.1794,0.99268
0.62377,1.1682,0.99992
7.7117,1.1704,0.99999
0.33247,4.1136,0.99992
0.62361,0.62255,0.9998
2.1936,1.1697,1
7.7966,2.3261,0.91263
7.5383,8.0924,0.92934
7.54,7.8027,0.98429
4.0862,0.62231,0.99884
0.62384,2.1949,0.99998
7.5629,7.8923,0.97706
0.33282,0.33275,0.99998
4.2174,4.5201,0.77539
4.1058,1.1687,0.99992
8.124,1.1114,0.86709
7.4821,7.9747,0.94935
7.8846,3.8609,0.89151
2.1932,4.1095,1
7.9501,2.037,0.84541
7.6716,7.852,0.99074
4.1077,7.7119,0.99997
0.60352,7.8463,0.96373
0.61155,7.8202,0.98413
7.7997,0.65167,0.9508
0.3309,7.6549,0.99787
0.62422,7.706,1
1.1703,4.1115,1
7.8604,8.105,0.92794
