5.466,-0.74121,-1.3943,-2559.3
5.5011,4.8728,5.4762,-2689.7
5.4493,4.8542,5.4805,-2672.2
10,5.4886,-7.0937,-702.6
-0.76273,-1.4302,-0.78181,-2652.6
-7.0712,-7.7302,-0.80047,-2688.2
-7.0789,10,9.5564,-175.09
5.4833,5.5028,-7.754,-2627.3
4.8603,-0.77121,-0.80953,-2679.2
5.4975,4.8952,5.4974,-2648.7
-7.1058,-7.0627,10,-696.02
-7.1125,5.4997,-7.719,-2669.4
4.8732,5.4946,-0.79027,-2693.6
-0.80138,-7.0962,10,-702.38
-1.4127,-7.0928,-7.0351,-2627.1
-7.7111,5.4771,-0.83744,-2663.5
10,-0.79504,-0.79565,-703.32
5.5,-0.82361,4.8795,-2666.8
-1.3987,-7.0874,-7.072,-2680.7
-7.0816,10,-0.79228,-703.17
10,5.4832,5.4916,-703.1
5.4908,-0.79642,10,-703.09
-0.83493,-0.8094,-7.7181,-2664.9
-7.0655,-7.1074,-1.4344,-2677.6
-7.1069,5.4675,4.8619,-2683.5
4.8483,5.4545,5.4462,-2637.3
4.8739,-0.81593,-7.0728,-2689.1
5.5126,4.8087,5.4455,-2558
-7.0596,5.4558,4.8791,-2652.7
5.4539,4.8779,-7.0582,-2648.9
-7.1077,4.8682,-0.81207,-2682.4
5.498,4.8616,5.5054,-2685.1
-7.1014,-7.6973,5.4826,-2694.7
5.4447,4.8052,-7.1026,-2560.7
5.4253,-0.82244,-1.4386,-2581.7
-0.7867,-7.1177,4.8406,-2655.5
-7.0435,-7.0816,4.867,-2655.4
-7.6735,5.4838,-7.1024,-2656.5
-0.79796,4.9003,-0.80831,-2646
-1.4033,-0.79461,5.4568,-2670.1
-1.4142,-7.1111,-7.1201,-2638
-7.0703,10,-0.7992,-702.27
10,5.4921,-0.7953,-702.81
4.8329,-0.77081,5.5002,-2650.9
5.4731,4.8251,5.4811,-2669.8
-7.7455,-7.104,-0.82991,-2622.2
4.8317,5.4669,5.4598,-2660.9
5.4851,-0.78839,10,-702.51
-0.78535,-0.84156,-7.6936,-2640.3
-7.6743,-7.0765,-7.0738,-2665.1
-7.0673,5.5226,4.8736,-2642.7
5.5039,4.8738,5.4329,-2607.3
4.8482,-0.76198,5.437,-2592.9
-0.76671,-7.7251,-0.77946,-2650.2
-7.6821,-7.0984,5.4513,-2647
5.4574,5.4893,-7.693,-2679.1
-0.79539,-1.4309,-0.81146,-2703.2
-0.73468,-7.7255,5.4821,-2564.2
-7.7372,-7.061,5.4871,-2664.7
4.9087,5.4681,5.4836,-2614.6
5.4373,-0.80619,-1.4525,-2616.7
-0.81716,-1.4072,5.5241,-2635.5
-7.0882,-7.0876,4.8367,-2692.6
9.5746,10,-7.0728,-174.63
5.455,4.8639,-0.77681,-2665.5
5.4805,5.5114,4.8426,-2675
-7.0778,-0.808,-7.6744,-2666.9
-7.7325,-7.0968,-0.75317,-2614.1
5.4944,5.5001,4.867,-2692.7
-0.82135,-0.81676,4.8996,-2628
-0.80173,-7.032,-7.7195,-2621
-7.0931,-7.7036,-0.78927,-2701.4
5.4894,10,-0.80997,-702.6
5.4832,10,5.4901,-703.3
5.5347,-0.78122,-1.4113,-2606.4
-7.0737,-7.7104,-0.77049,-2677.5
10,5.4865,-7.0905,-703.22
5.4905,5.4866,10,-703.14
5.4651,4.8403,5.4836,-2688.3
5.4965,4.8644,5.4622,-2688.2
-7.0891,-7.6849,5.4859,-2689.2
5.5044,5.4263,-7.7262,-2581.7
-0.77883,-1.4554,-7.0874,-2663.4
-1.3748,-0.80777,-0.8386,-2575.5
-7.0727,-7.0979,4.8541,-2698.2
5.4853,10,-7.0689,-701.92
5.4915,5.4851,-1.3931,-2671.7
-0.78634,-1.3776,5.5255,-2570
-0.80794,-0.80265,10,-703.21
10,-7.0795,-7.0734,-702.76
5.4858,5.4718,-1.4495,-2685
-0.81956,-1.438,5.4756,-2690
5.4886,4.8178,5.4898,-2652.6
-7.6802,-7.1056,-7.128,-2604.1
5.4566,5.5014,4.8292,-2648.4
-0.78643,5.4912,10,-701.56
-0.83049,-1.4203,-7.062,-2664.5
-7.6922,-7.0419,-0.82847,-2620.7
9.5664,10,-0.79164,-175.1
5.4445,4.8609,5.4859,-2661.3
-0.79929,-0.78191,-7.7276,-2685.7
-7.0426,-1.4096,-0.81711,-2639.2
10,-7.0772,5.4965,-701.86
5.4741,10,5.4786,-702.95
-0.77617,5.4819,-7.6788,-2661
5.4842,-0.80144,10,-703.71
-7.7448,-7.0667,5.4606,-2640.3
4.8668,5.4576,-7.0573,-2664.3
5.4943,4.8755,5.4818,-2694.5
-7.1386,-1.3851,-0.75426,-2495.5
-7.7117,-7.0546,5.4832,-2682.1
4.8634,-7.0847,-7.0707,-2702.8
5.4799,4.8329,5.4735,-2684.7
-1.4474,5.4553,-0.77641,-2650.2
-7.0449,-0.8414,4.8785,-2594.7
10,-7.0854,-7.0949,-702.62
5.5023,5.5369,4.8425,-2597.4
-1.4122,-7.1056,-0.73862,-2568.8
5.4685,-1.4453,-7.1168,-2653.5
5.4707,4.8403,5.4692,-2687.9
5.4739,10,-0.80168,-703.06
-0.79569,5.4995,4.8658,-2697.6
-7.7289,5.4896,-7.1165,-2658.6
5.5228,4.8763,5.4661,-2638.6
5.4448,-7.7234,5.4836,-2655.1
5.4599,5.5032,4.857,-2679
5.4667,5.4766,4.8306,-2674.3
-7.0371,-1.4362,-0.78633,-2630.8
5.4725,4.8755,5.4633,-2683.1
5.4876,5.4741,10,-702.91
-1.4487,5.4408,-7.0837,-2634
-7.0579,-0.8316,-1.4142,-2653
-7.093,-7.106,4.8584,-2690
5.5204,-7.0766,-7.7287,-2649.2
5.4955,5.4809,-1.4473,-2687.3
-1.4113,-0.81676,5.5285,-2628.3
-7.0903,-7.0688,4.806,-2611.4
10,-7.0749,-7.0902,-702.75
-1.4118,5.461,-0.79864,-2687.7
-1.454,5.4838,-0.77362,-2658.8
-7.094,-0.80417,10,-702.7
10,-7.0743,-7.0889,-702.79
-0.79039,10,-0.78911,-701.87
-0.78155,4.8611,-0.79964,-2697.5
-7.1032,-0.79879,10,-700.47
-7.0784,-0.79443,-7.6929,-2699.1
5.4649,-7.0409,-1.4344,-2638.7
-0.7824,4.8654,5.4625,-2683.8
5.5092,4.8398,5.5142,-2644.9
-7.0809,-7.05,-7.7243,-2664.7
5.4499,4.8594,5.5046,-2659.2
-0.80898,10,5.476,-702.72
-1.4161,-0.82056,-7.1054,-2677.9
-7.7238,-0.79002,-7.0974,-2691.5
5.5198,-7.6929,-0.77237,-2633.3
5.4842,10,5.4844,-703.7
-0.79315,5.4489,-7.7294,-2655.8
-7.6924,-0.79046,-0.80525,-2696.7
-7.0726,-0.82401,4.8695,-2682.9
5.4864,-7.1118,4.8202,-2635.7
5.4784,5.4358,4.8626,-2636.6
-0.78901,-1.4119,-0.81227,-2694.5
-7.0839,-1.4425,5.466,-2689.8
5.476,-7.0888,-7.7292,-2692
5.478,5.5093,-7.7314,-2668.3
-1.4325,5.4699,-0.78797,-2697
-0.78409,-7.0783,4.8462,-2695.1
10,-0.78939,-7.0786,-702.55
5.4986,4.8394,5.4823,-2689.6
-1.4566,5.5071,5.4605,-2641.7
-7.1258,5.4356,4.8635,-2580.3
-7.0589,-7.7028,-7.0711,-2683.9
5.4659,-7.1181,-1.464,-2612.2
5.4875,4.8706,5.4719,-2699.2
-7.7057,5.4212,-7.0999,-2578.9
-7.0858,-0.83895,-1.4453,-2647.6
5.5374,-7.0571,-1.434,-2591.2
5.4895,4.8249,5.4927,-2668
-0.81304,4.8448,-7.1123,-2671.5
-7.7259,-0.80188,-7.0449,-2651.4
10,-7.0791,5.472,-702.59
5.4886,-7.0767,10,-703.07
-0.79745,10,-7.0772,-703.34
5.5115,5.504,4.8481,-2665.6
