5.5305,5.4874,-7.7125,-2636
4.8787,-0.83312,-0.81388,-2654.4
-1.4379,-7.0873,5.4802,-2702.9
-7.7338,-7.0492,5.5134,-2621.1
-7.1055,4.8371,-7.0994,-2670.8
4.8299,-0.77962,-0.78681,-2663.3
4.8267,-7.0595,5.51,-2635.1
-0.7748,-7.7135,-7.0944,-2683.6
-7.083,10,-0.79327,-703.32
5.4511,4.846,-0.79787,-2671.7
4.851,-0.78812,5.5018,-2691.2
-0.82944,-7.087,-7.7488,-2627.4
-7.7095,5.4785,-0.81174,-2704.2
10,5.4737,-0.81804,-700.42
5.4866,-0.80875,10,-703.03
-0.81875,-1.445,-0.82335,-2668.1
-7.0768,-7.118,-1.444,-2657.6
-7.094,4.8769,5.4929,-2690.3
5.443,-0.80223,4.8785,-2644
4.8333,-0.80741,-7.0673,-2678.7
-7.104,-7.0461,-1.4163,-2648.7
-7.0923,10,5.4921,-702.39
10,5.4699,-7.0769,-701.97
5.5212,5.477,-7.7177,-2658.4
10,-7.0947,-0.79711,-702.6
-7.0787,-7.0585,10,-698.37
4.8535,5.4919,-7.0993,-2697.8
-0.79135,-1.438,5.4282,-2605.4
-0.81235,-7.0953,-1.3941,-2667.4
-7.0867,-7.1057,4.8383,-2679.9
-7.094,10,-0.78009,-699.42
5.4759,4.8585,-0.76221,-2661.4
4.8493,-0.8106,5.5099,-2679.8
-7.0914,-7.7182,-7.1127,-2676.5
-7.078,10,-7.0754,-702.94
5.4788,4.8278,-0.76415,-2636.8
-1.4305,-0.83505,5.4621,-2655.7
-0.78547,-1.4576,-7.0581,-2646.6
-7.0364,-7.7189,-0.81694,-2626.6
10,5.4884,-0.78279,-700.93
5.4779,-0.84932,4.9047,-2559.2
-1.4279,-0.81536,-7.0953,-2697.2
-7.1031,-7.0798,-1.4745,-2615.9
-7.0651,4.8789,5.4823,-2683.5
-0.80583,5.4512,4.8389,-2663.8
-0.76168,-0.81074,-7.7265,-2647.4
-0.8211,-7.6777,-0.83361,-2628.5
-7.0628,-7.681,5.4928,-2667
5.4945,4.8581,-7.0667,-2695.8
-0.78955,5.4885,-7.7249,-2695.1
-0.80482,-7.0391,-1.438,-2640.5
-7.0952,-7.0828,10,-702.59
10,5.4784,5.5026,-700.33
4.8631,5.4551,-0.77698,-2666.2
-0.80238,-1.417,5.4938,-2702.9
-7.0778,-7.0904,10,-703.07
10,9.5584,-7.0932,-175.02
5.49,5.4922,-1.4162,-2702
-1.456,-0.78246,5.4818,-2667
-7.078,-7.0693,-7.6609,-2625.3
-7.0823,-7.6648,-7.0859,-2644.3
-0.78492,10,5.4805,-701.72
4.8652,5.5062,5.4732,-2687.1
-1.3834,-7.0951,-7.0829,-2645.4
-7.0853,-7.1085,-1.4154,-2685.7
5.4462,4.9346,5.5582,-2307.3
5.5443,4.8524,5.4829,-2589.2
-0.79239,-1.4286,-7.0926,-2704
-0.80768,-7.0845,-1.4445,-2694.7
9.5674,10,5.4915,-175.08
5.4401,5.4889,4.8741,-2640.7
4.8789,-0.82036,-7.0389,-2619.2
-7.131,-0.79216,-1.4534,-2608.8
-7.7413,-7.1058,5.5025,-2645
5.4595,5.4485,-7.7067,-2653.9
4.8301,-0.77036,-0.81983,-2642.6
-0.83655,-1.4266,5.4922,-2664.1
-7.7533,-7.086,5.4787,-2641.1
-0.81723,-0.79749,-1.4195,-2698.6
5.4404,5.493,-1.4383,-2642.2
-1.4004,-0.75661,-0.82208,-2613.3
-7.7408,-7.0533,5.4457,-2602
10,-7.0792,-7.089,-703.34
5.5025,10,-0.8047,-700.37
-0.82253,4.9015,5.503,-2616.7
-0.82491,-1.4146,5.5256,-2628.4
-7.0845,-1.4469,-0.84677,-2624.2
5.5079,5.4867,-1.4181,-2686.9
5.4816,5.4472,4.8574,-2668.3
-0.79382,-0.78682,-7.7391,-2670.2
-7.072,-7.0714,-1.445,-2686.9
4.8658,5.5007,-0.83208,-2664.6
5.4789,-0.81497,10,-701.82
-1.4231,-0.77175,-7.0784,-2682.1
-7.081,-0.77798,-7.6899,-2681.5
5.4956,-7.7127,-0.7899,-2699.8
5.4941,5.4771,10,-702.42
5.4706,4.8475,-0.78332,-2691.3
-1.4277,5.4505,-7.0822,-2675.2
-7.0738,-7.7494,5.483,-2649.9
5.4876,10,-7.0858,-703.51
-0.81416,10,-7.0806,-702.07
-0.81648,-1.4266,-0.80214,-2700.5
-7.1084,-7.7295,5.5126,-2646.5
10,-7.078,-7.0932,-702.71
5.4921,4.8557,-0.81892,-2695.1
-0.80645,4.8476,-0.79242,-2702.2
-0.79537,-7.0788,-7.6906,-2696.9
5.4443,-7.0696,-7.6873,-2640.6
5.5063,10,-0.79494,-698.94
10,-0.80619,-0.80181,-703.43
-0.80154,-0.79435,10,-703.43
-7.0526,-7.1189,-1.4149,-2635.4
5.4539,5.5065,-1.3829,-2604.7
-1.4534,5.461,5.4909,-2665.1
-7.0972,-1.3971,-7.0602,-2659.2
-0.80443,-1.468,-0.80196,-2647.5
4.8377,-7.0832,5.4637,-2683.5
-0.77223,5.4738,4.8744,-2672.3
-1.441,5.505,-7.0872,-2684.6
-7.1026,-7.0703,-7.6972,-2687.7
10,-7.0739,5.4625,-699.53
5.4773,9.5532,10,-174.89
-0.7965,5.4561,-7.7142,-2684.4
-7.6914,-0.7798,-0.789,-2681.9
-7.1067,-7.0821,4.8853,-2666.7
5.4674,-7.7405,-7.08,-2666.6
-0.81986,5.4514,-7.6842,-2645.6
-0.82338,5.4727,4.8512,-2687.1
-7.0832,-0.77774,4.8145,-2630.2
4.869,-7.0738,-7.0851,-2701.9
-0.83074,4.8373,-7.0808,-2664.8
-1.4525,-0.82414,5.4526,-2637.1
-7.7083,-0.8198,5.5122,-2669.6
10,-7.0939,-7.0776,-702.54
-0.80275,10,-0.79747,-703.62
-0.8165,4.8539,5.4693,-2694.2
-7.0773,-0.81647,10,-701.24
-7.1065,-1.4048,-7.0619,-2663.4
4.8673,-7.0875,-0.81701,-2696.8
5.4692,4.8829,5.4521,-2652.1
-7.6772,5.4936,-7.0727,-2668.8
-7.0859,-0.79139,-1.3954,-2676.2
4.8727,-7.1168,5.506,-2649.5
5.4713,10,-0.81032,-701.8
-0.78595,4.8398,-7.1228,-2641.9
-7.722,-0.84038,-0.79872,-2651.3
4.843,-7.0605,5.4886,-2683.5
5.501,5.4746,4.8399,-2685.3
-1.4383,5.4953,-7.0939,-2694.9
-7.0904,-0.80611,-1.4025,-2689
-7.6896,-0.79918,5.5049,-2681.7
5.5167,-7.0675,4.9106,-2572
5.4836,4.8971,-0.80061,-2657.2
-7.0514,-1.3948,-0.7732,-2622.4
-7.0511,-0.78476,4.8495,-2665.6
5.4741,-7.0687,-7.7101,-2699.6
5.4861,4.9081,-0.79473,-2622.2
-0.834,-1.4041,5.4711,-2653.5
-7.7067,-0.80425,5.4858,-2708.2
10,-7.0675,-7.0723,-700.57
5.4739,-7.0858,-1.4653,-2652.6
-0.75603,5.506,4.8167,-2575.2
-7.0759,-0.79004,10,-702.37
-7.1202,-1.4338,-7.0794,-2662.9
5.4979,-7.673,-0.785,-2652
5.493,4.84,5.4234,-2582.2
-1.4912,5.5081,-7.1048,-2533.2
-7.0774,5.4923,-7.6649,-2640.8
10,-7.0717,-0.81596,-700.54
5.4934,10,5.4901,-702.38
