-0.50333,-0.0066667,0.10668,0.85199,0.073904
-0.60667,-0,-0.1648,0.92025,0
-0.32305,-0.013333,0.24691,0.64064,0.67184
-0.61146,-0.0018734,0.15078,0.91018,0
-0.60771,-0,-0.12489,0.91783,0
-0.62,-0,-0.032244,0.91257,0
-0.59333,-0,-0.12835,0.91541,0
-0.59667,-0.0066667,0.24126,0.72595,0
-0.6,-0.0033333,-0.14068,0.92053,0
-0.52667,-0.01,0.031226,0.82703,0
-0.59,-0.0066667,0.16733,0.72726,0
-0.52,-0.01,0.24638,0.81028,0
-0.59,-0.0033333,-0.13515,0.92557,0
-0.58,-0.0066667,0.15045,0.72183,0
-0.57,-0.0066667,-0.1628,0.92878,0
-0.58333,-0.0033333,-0.15714,0.92638,0
-0.57667,-0.0066667,0.17767,0.72425,0
-0.61,-0,-0.094459,0.91984,0
-0.59939,-0.0033333,-0.061779,0.9215,0
-0.54,-0.0066667,-0.14258,0.93144,0
-0.58333,-0.0033333,-0.14775,0.92664,0
-0.59667,-0.0033333,0.15801,0.90536,0
-0.60667,-0,-0.057152,0.9147,0
-0.52903,-0.0066667,-0.15842,0.93255,0
-0.59869,-0,-0.025492,0.91642,0
-0.59333,-0.0066667,0.15551,0.72496,0
-0.50282,-0.01,0.17016,0.7332,0
-0.62,-0,-0.035984,0.9126,0
-0.53503,-0.01,0.2569,0.78912,0
-0.55667,-0.0066667,-0.16737,0.93028,0
-0.50667,-0.0066667,-0.16523,0.93497,0
-0.59333,-0.0033333,-0.18508,0.92399,0
-0.62667,-0,0.070278,0.91058,0
-0.62,-0,0.021822,0.91235,0
-0.53667,-0.0066667,0.21272,0.90191,0
-0.51667,-0.0066667,-0.1896,0.93393,0
-0.57667,-0.0066667,0.16158,0.72441,0
-0.60667,-0,-0.10217,0.91809,0
-0.57254,-0.0033333,-0.13743,0.91554,0
-0.59,-0.0033333,-0.14211,0.92498,0
-0.58,-0.0066667,0.15747,0.72197,0
-0.6,-0.0033333,-0.11459,0.92258,0
-0.6,-0.0033333,-0.10907,0.92242,0
-0.59,-0.0033333,-0.13734,0.92496,0
-0.60667,-0,-0.1636,0.92023,0
-0.53667,-0.0066667,0.18982,0.90221,0
-0.42667,-0.013333,0.089515,0.74115,0
-0.50899,-0.013333,0.02687,0.43144,0.059355
-0.60667,-0,-0.050548,0.91496,0
-0.55667,-0.0066667,-0.18495,0.9307,0
-0.5133,-0.01,0.20497,0.78981,0
-0.62671,-0,0.065859,0.91057,0
-0.50188,-0.01,0.16951,0.73319,0
-0.50333,-0.01,0.14775,0.79143,0
-0.55,-0.0066667,0.1494,0.82595,0
-0.61775,-0,0.10243,0.91041,0
-0.60667,-0,-0.044039,0.91513,0
-0.52333,-0.01,0.10693,0.80178,0
-0.57548,-0.0066667,0.2361,0.82327,0
-0.52667,-0.01,0.26208,0.81198,0
-0.43667,-0.0066667,0.13818,0.72508,0.099248
-0.59439,-0,0.005205,0.91635,0
-0.53,-0.0066667,0.082712,0.7995,0
-0.62,-0,0.027687,0.91232,0
-0.60667,-0,-0.051092,0.91488,0
-0.58,-0.0033333,-0.1583,0.92705,0
-0.48102,0.0066667,0.23669,0.37372,0.45001
-0.59667,-0.0066667,0.16354,0.72501,0
-0.35667,-0.013333,0.0029967,1,0.08634
-0.61667,-0,-0.071224,0.91733,0
-0.39,-0.02,-0.086736,0.84031,0
-0.61667,-0,-0.048706,0.91272,0
-0.52,-0.01,-0.013623,0.72823,0
-0.38654,-0.016708,0.18346,0.40032,0
-0.60667,-0,-0.047351,0.915,0
-0.59848,-0.0033333,-0.060705,0.92149,0
-0.6,-0.0033333,-0.12981,0.9218,0
-0.59872,-0.0033333,-0.15878,0.92295,0
-0.6,-0.0066667,0.22222,0.7258,0
-0.60415,-0,0.036237,0.91156,0
-0.54688,-0.0066667,0.13488,0.90362,0
-0.59333,-0.0033333,-0.15993,0.92454,0
-0.53667,-0.0066667,0.14865,0.90314,0
-0.57667,-0.0033333,0.19125,0.90997,0
-0.61,-0,-0.065348,0.91693,0
-0.62631,-0,0.080265,0.91061,0
-0.62667,-0,0.088956,0.9108,0
-0.56333,-0.0066667,-0.16467,0.92932,0
-0.56,-0.0066667,0.17814,0.73013,0
-0.48667,-0.013333,0.16321,0.90068,0
-0.52667,-0.01,0.24541,0.81131,0
-0.6,-0.0033333,0.27252,0.82392,0
-0.59667,-0.0033333,-0.14245,0.92064,0
-0.5,-0.0066667,-0.10863,0.93681,0
-0.37333,-0.016667,0.21485,0.33643,0
-0.37591,-0.013333,-0.083813,0.50631,0.061328
-0.6,-0,0.037306,0.91146,0
-0.59333,-0.0033333,-0.18608,0.92392,0
-0.59,-0.0033333,-0.17096,0.92527,0
-0.40333,-0.0066667,0.21091,0.68488,0
