4.862,-7.077,186.6
-0.7976,-7.7047,186.68
-7.099,-1.4319,186.09
-7.7108,5.48,186.7
4.8315,-0.80472,185.06
-7.7052,-7.0853,186.7
-7.7239,5.4935,185.92
-7.0596,4.8392,184.66
5.4805,-7.7184,186.48
-0.79342,-7.704,186.58
-7.0739,-1.4312,186.44
-7.7185,5.4803,186.48
-0.80984,-1.4473,185.39
4.856,-0.79955,186.72
-7.0986,-7.714,186.15
-7.0794,-7.6924,186.1
-7.6906,-0.7857,185.53
4.8621,5.4863,186.67
-0.80154,-7.7058,186.71
-1.4324,-7.0943,186.35
-7.0835,10,48.507
10,-7.0836,48.507
-0.80681,-1.4298,186.59
-7.085,-1.4331,186.58
-0.79147,-7.7,186.4
10,5.4829,48.507
4.8682,-7.0826,186.49
4.8402,-0.81358,185.6
4.8661,5.499,186.01
-7.0825,4.8665,186.56
4.873,-7.0966,185.83
5.481,-1.4248,186.72
-7.7129,5.4917,186.51
-7.0836,10,48.507
-1.4377,-7.095,186.07
-7.0774,4.8747,186
-7.0819,4.8677,186.51
-7.0977,-7.7123,186.25
-1.4131,-0.78801,186.06
4.8484,-7.058,185.09
4.8613,-7.0926,186.52
-7.7023,-7.0959,186.31
-7.0835,10,48.507
-7.7019,5.4852,186.62
4.8582,5.4878,186.68
-1.4348,-7.0701,186.12
-0.80515,-1.4315,186.59
-7.0874,-1.4298,186.65
4.8431,-0.79561,186.16
-7.0958,4.8675,186.19
-1.4158,-0.79133,186.35
-0.80113,-1.4291,186.69
4.8554,-7.0793,186.68
-0.80238,4.8609,186.7
-7.7114,-0.79744,186.69
10,9.5632,12.082
-0.79725,-7.7052,186.69
-7.0883,-1.4286,186.65
-1.4256,5.4986,186.19
4.849,5.5085,185.1
-0.79905,-7.7012,186.61
4.8614,5.5079,185.32
4.8615,5.4789,186.67
-7.7141,-0.80126,186.65
-7.0879,-7.7109,186.67
-7.1041,-7.7034,185.74
4.8564,-0.81464,186.27
-7.0457,-1.4173,183.46
10,5.4828,48.507
-7.7189,-7.0903,186.37
-0.8064,-1.434,186.47
4.8592,-7.0848,186.72
-1.4301,-7.0964,186.31
4.8619,5.4681,186.22
-1.4264,5.4545,184.95
-1.4226,5.4894,186.62
-0.79571,4.8533,186.63
9.5632,10,12.082
4.8629,5.4832,186.68
-1.424,5.4868,186.69
-7.7271,-7.0805,185.89
-0.80324,-1.4231,186.7
4.8567,-7.0831,186.73
4.8611,-0.79095,186.52
-7.701,5.4783,186.56
-1.4244,-0.79167,186.56
10,-7.0835,48.507
-1.4263,5.4777,186.67
-1.4294,-0.77964,185.75
-7.7426,-7.0735,183.8
-1.4298,-0.79743,186.66
-7.7098,-7.0741,186.53
-7.7145,-0.80153,186.64
-1.4102,5.501,185.49
10,-7.0836,48.507
-7.7055,-7.0959,186.37
-1.4245,-0.78687,186.33
-1.4182,-7.0846,186.62
-1.4301,-7.0815,186.66
5.4829,10,48.507
